"Date","Price","Open","High","Low","Vol.","Change %"
"03/28/2014","1,857.62","1,850.07","1,866.63","1,850.07","","0.46%"
"03/27/2014","1,849.04","1,852.11","1,855.55","1,842.11","","-0.19%"
"03/26/2014","1,852.56","1,867.09","1,875.92","1,852.56","","-0.70%"
"03/25/2014","1,865.62","1,859.48","1,871.87","1,855.96","","0.44%"
"03/24/2014","1,857.44","1,867.67","1,873.34","1,849.69","","-0.49%"
"03/21/2014","1,866.52","1,874.53","1,883.97","1,863.46","","-0.29%"
"03/20/2014","1,872.01","1,860.09","1,873.49","1,854.63","","0.60%"
"03/19/2014","1,860.77","1,872.25","1,874.14","1,850.35","","-0.61%"
"03/18/2014","1,872.25","1,858.92","1,873.76","1,858.92","","0.72%"
"03/17/2014","1,858.83","1,842.81","1,862.30","1,842.81","","0.96%"
"03/14/2014","1,841.13","1,845.07","1,852.44","1,839.57","","-0.28%"
"03/13/2014","1,846.34","1,869.06","1,874.40","1,841.86","","-1.17%"
"03/12/2014","1,868.20","1,866.15","1,868.38","1,854.38","","0.03%"
"03/11/2014","1,867.63","1,878.26","1,882.35","1,863.88","","-0.51%"
"03/10/2014","1,877.17","1,877.86","1,877.87","1,867.04","","-0.05%"
"03/07/2014","1,878.04","1,878.52","1,883.57","1,870.56","","0.05%"
"03/06/2014","1,877.03","1,874.18","1,881.94","1,874.18","","0.17%"
"03/05/2014","1,873.81","1,874.05","1,876.53","1,871.11","","-0.01%"
"03/04/2014","1,873.91","1,849.23","1,876.23","1,849.23","","1.53%"
"03/03/2014","1,845.73","1,857.68","1,857.68","1,834.44","","-0.74%"
"02/28/2014","1,859.45","1,855.12","1,867.92","1,847.67","","0.28%"
"02/27/2014","1,854.29","1,844.90","1,854.53","1,841.13","","0.49%"
"02/26/2014","1,845.16","1,845.79","1,852.65","1,840.66","","0.00%"
"02/25/2014","1,845.12","1,847.66","1,852.91","1,840.19","","-0.13%"
"02/24/2014","1,847.61","1,836.78","1,858.71","1,836.78","","0.62%"
"02/21/2014","1,836.25","1,841.07","1,846.13","1,835.60","","-0.19%"
"02/20/2014","1,839.78","1,829.24","1,842.79","1,824.58","","0.60%"
"02/19/2014","1,828.75","1,838.90","1,847.50","1,826.99","","-0.65%"
"02/18/2014","1,840.76","1,839.03","1,842.87","1,835.01","","0.12%"
"02/14/2014","1,838.63","1,828.46","1,841.65","1,825.59","","0.48%"
"02/13/2014","1,829.83","1,814.82","1,830.25","1,809.22","","0.58%"
"02/12/2014","1,819.26","1,820.12","1,826.55","1,815.97","","-0.03%"
"02/11/2014","1,819.75","1,800.45","1,823.54","1,800.41","","1.11%"
"02/10/2014","1,799.84","1,796.20","1,799.94","1,791.83","","0.16%"
"02/07/2014","1,797.02","1,776.01","1,798.03","1,776.01","","1.33%"
"02/06/2014","1,773.43","1,752.99","1,774.06","1,752.99","","1.24%"
"02/05/2014","1,751.64","1,753.38","1,755.79","1,737.92","","-0.20%"
"02/04/2014","1,755.20","1,743.82","1,758.73","1,743.82","","0.76%"
"02/03/2014","1,741.89","1,782.68","1,784.83","1,739.66","","-2.28%"
"01/31/2014","1,782.59","1,790.88","1,793.88","1,772.26","","-0.65%"
"01/30/2014","1,794.19","1,777.17","1,798.77","1,777.17","","1.13%"
"01/29/2014","1,774.20","1,790.15","1,790.15","1,770.45","","-1.02%"
"01/28/2014","1,792.50","1,783.00","1,793.87","1,779.49","","0.61%"
"01/27/2014","1,781.56","1,791.03","1,795.98","1,772.88","","-0.49%"
"01/24/2014","1,790.29","1,826.96","1,826.96","1,790.29","","-2.09%"
"01/23/2014","1,828.46","1,842.29","1,842.29","1,820.06","","-0.89%"
"01/22/2014","1,844.86","1,844.71","1,846.87","1,840.88","","0.06%"
"01/21/2014","1,843.80","1,841.05","1,849.31","1,832.38","","0.28%"
"01/17/2014","1,838.70","1,844.23","1,846.04","1,835.23","","-0.39%"
"01/16/2014","1,845.89","1,847.99","1,847.99","1,840.30","","-0.13%"
"01/15/2014","1,848.38","1,840.52","1,850.84","1,840.52","","0.52%"
"01/14/2014","1,838.88","1,821.36","1,839.26","1,821.36","","1.08%"
"01/13/2014","1,819.20","1,841.26","1,843.45","1,815.52","","-1.26%"
"01/10/2014","1,842.37","1,840.06","1,843.15","1,832.43","","0.23%"
"01/09/2014","1,838.13","1,839.00","1,843.23","1,830.38","","0.03%"
"01/08/2014","1,837.49","1,837.90","1,840.02","1,831.40","","-0.02%"
"01/07/2014","1,837.88","1,828.71","1,840.10","1,828.71","","0.61%"
"01/06/2014","1,826.77","1,832.31","1,837.16","1,823.73","","-0.25%"
"01/03/2014","1,831.37","1,833.21","1,838.24","1,829.13","","-0.03%"
"01/02/2014","1,831.98","1,845.86","1,845.86","1,827.74","","-0.89%"
"12/31/2013","1,848.36","1,842.61","1,849.44","1,842.41","","0.40%"
"12/30/2013","1,841.07","1,841.47","1,842.47","1,838.77","","-0.02%"
"12/27/2013","1,841.40","1,842.97","1,844.89","1,839.81","","-0.03%"
"12/26/2013","1,842.02","1,834.96","1,842.84","1,834.96","","0.47%"
"12/24/2013","1,833.32","1,828.02","1,833.32","1,828.02","","0.29%"
"12/23/2013","1,827.99","1,822.92","1,829.75","1,822.92","","0.53%"
"12/20/2013","1,818.32","1,810.39","1,823.75","1,810.25","","0.48%"
"12/19/2013","1,809.60","1,809.00","1,810.88","1,801.35","","-0.06%"
"12/18/2013","1,810.65","1,781.46","1,811.08","1,767.99","","1.66%"
"12/17/2013","1,781.00","1,786.47","1,786.77","1,777.05","","-0.31%"
"12/16/2013","1,786.54","1,777.48","1,792.22","1,777.48","","0.63%"
"12/13/2013","1,775.32","1,777.98","1,780.92","1,772.45","","-0.01%"
"12/12/2013","1,775.50","1,781.71","1,782.99","1,772.28","","-0.38%"
"12/11/2013","1,782.22","1,802.76","1,802.97","1,780.09","","-1.13%"
"12/10/2013","1,802.62","1,807.60","1,808.52","1,801.75","","-0.32%"
"12/09/2013","1,808.37","1,806.21","1,811.52","1,806.21","","0.18%"
"12/06/2013","1,805.09","1,788.36","1,806.04","1,788.36","","1.12%"
"12/05/2013","1,785.03","1,792.82","1,792.82","1,783.38","","-0.43%"
"12/04/2013","1,792.81","1,793.15","1,799.80","1,779.09","","-0.13%"
"12/03/2013","1,795.15","1,800.10","1,800.10","1,787.85","","-0.32%"
"12/02/2013","1,800.90","1,806.55","1,810.02","1,798.60","","-0.27%"
"11/29/2013","1,805.81","1,808.69","1,813.55","1,803.98","","-0.08%"
"11/27/2013","1,807.23","1,803.48","1,808.27","1,802.77","","0.25%"
"11/26/2013","1,802.75","1,802.87","1,808.42","1,800.77","","0.01%"
"11/25/2013","1,802.48","1,806.33","1,808.10","1,800.58","","-0.13%"
"11/22/2013","1,804.76","1,797.21","1,804.84","1,794.70","","0.50%"
"11/21/2013","1,795.85","1,783.52","1,797.16","1,783.52","","0.81%"
"11/20/2013","1,781.37","1,789.59","1,795.73","1,777.23","","-0.36%"
"11/19/2013","1,787.87","1,790.79","1,795.51","1,784.72","","-0.20%"
"11/18/2013","1,791.53","1,798.82","1,802.33","1,788.00","","-0.37%"
"11/15/2013","1,798.18","1,790.66","1,798.22","1,790.66","","0.42%"
"11/14/2013","1,790.62","1,782.75","1,791.53","1,780.22","","0.48%"
"11/13/2013","1,782.00","1,764.37","1,782.00","1,760.64","","0.81%"
"11/12/2013","1,767.69","1,769.51","1,771.78","1,762.29","","-0.24%"
"11/11/2013","1,771.89","1,769.96","1,773.44","1,767.85","","0.07%"
"11/08/2013","1,770.61","1,748.37","1,770.78","1,747.63","","1.34%"
"11/07/2013","1,747.15","1,770.74","1,774.54","1,746.20","","-1.32%"
"11/06/2013","1,770.49","1,765.00","1,773.74","1,764.40","","0.43%"
"11/05/2013","1,762.97","1,765.67","1,767.03","1,755.76","","-0.28%"
"11/04/2013","1,767.93","1,763.40","1,768.78","1,761.56","","0.36%"
"11/01/2013","1,761.64","1,758.70","1,765.67","1,752.70","","0.29%"
"10/31/2013","1,756.54","1,763.24","1,768.53","1,755.72","","-0.38%"
"10/30/2013","1,763.31","1,772.27","1,775.22","1,757.24","","-0.49%"
"10/29/2013","1,771.95","1,762.93","1,772.09","1,762.93","","0.56%"
"10/28/2013","1,762.11","1,759.42","1,764.99","1,757.67","","0.13%"
"10/25/2013","1,759.77","1,756.01","1,759.82","1,752.45","","0.44%"
"10/24/2013","1,752.07","1,747.48","1,753.94","1,745.50","","0.33%"
"10/23/2013","1,746.38","1,752.27","1,752.27","1,740.50","","-0.47%"
"10/22/2013","1,754.67","1,746.48","1,759.33","1,746.48","","0.57%"
"10/21/2013","1,744.66","1,745.20","1,747.79","1,740.67","","0.01%"
"10/18/2013","1,744.50","1,736.72","1,745.31","1,735.74","","0.65%"
"10/17/2013","1,733.15","1,720.17","1,733.45","1,714.12","","0.67%"
"10/16/2013","1,721.54","1,700.49","1,721.76","1,700.49","","1.38%"
"10/15/2013","1,698.06","1,709.17","1,711.57","1,695.93","","-0.71%"
"10/14/2013","1,710.14","1,699.86","1,711.03","1,692.13","","0.41%"
"10/11/2013","1,703.20","1,691.09","1,703.44","1,688.52","","0.63%"
"10/10/2013","1,692.56","1,660.88","1,692.56","1,660.88","","2.18%"
"10/09/2013","1,656.40","1,656.99","1,662.47","1,646.47","","0.06%"
"10/08/2013","1,655.45","1,676.22","1,676.79","1,655.03","","-1.23%"
"10/07/2013","1,676.12","1,687.15","1,687.15","1,674.70","","-0.85%"
"10/04/2013","1,690.50","1,678.79","1,691.94","1,677.33","","0.71%"
"10/03/2013","1,678.66","1,692.35","1,692.35","1,670.36","","-0.90%"
"10/02/2013","1,693.87","1,691.90","1,693.87","1,680.34","","-0.07%"
"10/01/2013","1,695.00","1,682.41","1,696.55","1,682.07","","0.80%"
"09/30/2013","1,681.55","1,687.26","1,687.26","1,674.99","","-0.60%"
"09/27/2013","1,691.75","1,695.52","1,695.52","1,687.11","","-0.41%"
"09/26/2013","1,698.67","1,694.05","1,703.85","1,693.11","","0.35%"
"09/25/2013","1,692.77","1,698.02","1,701.71","1,691.88","","-0.27%"
"09/24/2013","1,697.42","1,702.60","1,707.63","1,694.90","","-0.26%"
"09/23/2013","1,701.84","1,711.44","1,711.44","1,697.10","","-0.47%"
"09/20/2013","1,709.91","1,722.44","1,725.23","1,708.89","","-0.72%"
"09/19/2013","1,722.34","1,727.34","1,729.86","1,720.20","","-0.18%"
"09/18/2013","1,725.52","1,705.74","1,729.44","1,700.35","","1.22%"
"09/17/2013","1,704.76","1,697.73","1,705.52","1,697.73","","0.42%"
"09/16/2013","1,697.60","1,691.70","1,704.95","1,691.70","","0.57%"
"09/13/2013","1,687.99","1,685.04","1,688.73","1,682.22","","0.27%"
"09/12/2013","1,683.42","1,689.21","1,689.97","1,681.96","","-0.34%"
"09/11/2013","1,689.13","1,681.04","1,689.13","1,678.70","","0.31%"
"09/10/2013","1,683.99","1,674.32","1,684.09","1,674.32","","0.73%"
"09/09/2013","1,671.71","1,656.85","1,672.40","1,656.85","","1.00%"
"09/06/2013","1,655.17","1,657.44","1,664.83","1,640.62","","0.01%"
"09/05/2013","1,655.08","1,653.28","1,659.17","1,653.07","","0.12%"
"09/04/2013","1,653.08","1,640.72","1,655.72","1,637.41","","0.81%"
"09/03/2013","1,639.77","1,635.95","1,651.35","1,633.41","","0.42%"
"08/30/2013","1,632.97","1,638.89","1,640.08","1,628.05","","-0.32%"
"08/29/2013","1,638.17","1,633.50","1,646.41","1,630.88","","0.20%"
"08/28/2013","1,634.96","1,630.25","1,641.18","1,627.47","","0.27%"
"08/27/2013","1,630.48","1,652.54","1,652.54","1,629.05","","-1.59%"
"08/26/2013","1,656.78","1,664.29","1,669.51","1,656.02","","-0.40%"
"08/23/2013","1,663.50","1,659.92","1,664.85","1,654.81","","0.39%"
"08/22/2013","1,656.96","1,645.03","1,659.55","1,645.03","","0.86%"
"08/21/2013","1,642.80","1,650.66","1,656.99","1,639.43","","-0.58%"
"08/20/2013","1,652.35","1,646.81","1,658.92","1,646.08","","0.38%"
"08/19/2013","1,646.06","1,655.25","1,659.18","1,645.84","","-0.59%"
"08/16/2013","1,655.83","1,661.22","1,663.60","1,652.61","","-0.33%"
"08/15/2013","1,661.32","1,679.61","1,679.61","1,658.59","","-1.43%"
"08/14/2013","1,685.39","1,693.88","1,695.52","1,684.83","","-0.52%"
"08/13/2013","1,694.16","1,690.65","1,696.81","1,682.62","","0.28%"
"08/12/2013","1,689.47","1,688.37","1,691.49","1,683.35","","-0.12%"
"08/09/2013","1,691.42","1,696.10","1,699.42","1,686.02","","-0.36%"
"08/08/2013","1,697.48","1,693.35","1,700.18","1,688.38","","0.39%"
"08/07/2013","1,690.91","1,695.30","1,695.30","1,684.91","","-0.38%"
"08/06/2013","1,697.37","1,705.79","1,705.79","1,693.29","","-0.57%"
"08/05/2013","1,707.14","1,708.01","1,709.24","1,703.55","","-0.15%"
"08/02/2013","1,709.67","1,706.10","1,709.67","1,700.68","","0.16%"
"08/01/2013","1,706.87","1,689.42","1,707.85","1,689.42","","1.25%"
"07/31/2013","1,685.73","1,687.76","1,698.43","1,684.94","","-0.01%"
"07/30/2013","1,685.96","1,687.92","1,693.19","1,682.42","","0.04%"
"07/29/2013","1,685.33","1,690.32","1,690.92","1,681.86","","-0.37%"
"07/26/2013","1,691.65","1,687.31","1,691.85","1,676.03","","0.08%"
"07/25/2013","1,690.25","1,685.21","1,690.94","1,680.07","","0.26%"
"07/24/2013","1,685.94","1,696.06","1,698.38","1,682.57","","-0.38%"
"07/23/2013","1,692.39","1,696.63","1,698.78","1,691.13","","-0.19%"
"07/22/2013","1,695.53","1,694.41","1,697.61","1,690.67","","0.20%"
"07/19/2013","1,692.09","1,686.15","1,692.09","1,684.08","","0.16%"
"07/18/2013","1,689.37","1,681.05","1,693.12","1,681.05","","0.50%"
"07/17/2013","1,680.91","1,677.91","1,684.75","1,677.91","","0.28%"
"07/16/2013","1,676.26","1,682.70","1,683.73","1,671.84","","-0.37%"
"07/15/2013","1,682.50","1,679.59","1,684.51","1,677.89","","0.14%"
"07/12/2013","1,680.19","1,675.26","1,680.19","1,672.33","","0.31%"
"07/11/2013","1,675.02","1,657.41","1,676.63","1,657.41","","1.36%"
"07/10/2013","1,652.62","1,651.56","1,657.92","1,647.66","","0.02%"
"07/09/2013","1,652.32","1,642.89","1,654.18","1,642.89","","0.72%"
"07/08/2013","1,640.46","1,634.20","1,644.68","1,634.20","","0.53%"
"07/05/2013","1,631.89","1,618.65","1,632.07","1,614.71","","1.02%"
"07/03/2013","1,615.41","1,611.48","1,618.97","1,604.57","","0.08%"
"07/02/2013","1,614.08","1,614.29","1,624.26","1,606.77","","-0.05%"
"07/01/2013","1,614.96","1,609.78","1,626.61","1,609.78","","0.54%"
"06/28/2013","1,606.28","1,611.12","1,615.94","1,601.06","","-0.43%"
"06/27/2013","1,613.20","1,606.44","1,620.07","1,606.44","","0.62%"
"06/26/2013","1,603.26","1,592.27","1,606.83","1,592.27","","0.96%"
"06/25/2013","1,588.03","1,577.52","1,593.79","1,577.09","","0.95%"
"06/24/2013","1,573.09","1,588.77","1,588.77","1,560.33","","-1.21%"
"06/21/2013","1,592.43","1,588.62","1,599.19","1,577.70","","0.27%"
"06/20/2013","1,588.19","1,624.62","1,624.62","1,584.32","","-2.50%"
"06/19/2013","1,628.93","1,651.83","1,652.45","1,628.91","","-1.39%"
"06/18/2013","1,651.81","1,639.77","1,654.19","1,639.77","","0.78%"
"06/17/2013","1,639.04","1,630.64","1,646.50","1,630.34","","0.76%"
"06/14/2013","1,626.73","1,635.52","1,640.80","1,623.96","","-0.59%"
"06/13/2013","1,636.36","1,612.15","1,639.25","1,608.07","","1.48%"
"06/12/2013","1,612.52","1,629.94","1,637.71","1,610.92","","-0.84%"
"06/11/2013","1,626.13","1,638.64","1,640.13","1,622.92","","-1.02%"
"06/10/2013","1,642.81","1,644.67","1,648.69","1,639.26","","-0.03%"
"06/07/2013","1,643.38","1,625.27","1,644.40","1,625.27","","1.28%"
"06/06/2013","1,622.56","1,609.29","1,622.56","1,598.23","","0.85%"
"06/05/2013","1,608.90","1,629.05","1,629.31","1,607.09","","-1.38%"
"06/04/2013","1,631.38","1,640.73","1,646.53","1,623.62","","-0.55%"
"06/03/2013","1,640.42","1,631.71","1,640.42","1,622.72","","0.59%"
"05/31/2013","1,630.74","1,652.13","1,658.99","1,630.74","","-1.43%"
"05/30/2013","1,654.41","1,649.14","1,661.91","1,648.61","","0.37%"
"05/29/2013","1,648.36","1,656.57","1,656.57","1,640.05","","-0.70%"
"05/28/2013","1,660.06","1,652.63","1,674.21","1,652.63","","0.63%"
"05/24/2013","1,649.60","1,646.67","1,649.78","1,636.88","","-0.06%"
"05/23/2013","1,650.51","1,651.62","1,655.50","1,635.53","","-0.29%"
"05/22/2013","1,655.35","1,669.39","1,687.18","1,648.86","","-0.83%"
"05/21/2013","1,669.16","1,666.20","1,674.93","1,662.67","","0.17%"
"05/20/2013","1,666.29","1,665.71","1,672.84","1,663.52","","-0.07%"
"05/17/2013","1,667.47","1,652.45","1,667.47","1,652.45","","1.03%"
"05/16/2013","1,650.47","1,658.07","1,660.51","1,648.60","","-0.50%"
"05/15/2013","1,658.78","1,649.13","1,661.49","1,646.68","","0.51%"
"05/14/2013","1,650.34","1,633.75","1,651.10","1,633.75","","1.01%"
"05/13/2013","1,633.77","1,632.10","1,636.00","1,626.74","","0.00%"
"05/10/2013","1,633.70","1,626.69","1,633.70","1,623.71","","0.43%"
"05/09/2013","1,626.67","1,632.69","1,635.01","1,623.09","","-0.37%"
"05/08/2013","1,632.69","1,625.95","1,632.78","1,622.70","","0.41%"
"05/07/2013","1,625.96","1,617.55","1,626.03","1,616.64","","0.52%"
"05/06/2013","1,617.50","1,614.40","1,619.77","1,614.21","","0.19%"
"05/03/2013","1,614.42","1,597.60","1,618.46","1,597.60","","1.05%"
"05/02/2013","1,597.59","1,582.77","1,598.60","1,582.77","","0.94%"
"05/01/2013","1,582.70","1,597.55","1,597.55","1,581.28","","-0.93%"
"04/30/2013","1,597.57","1,593.58","1,597.57","1,586.50","","0.25%"
"04/29/2013","1,593.61","1,582.34","1,596.65","1,582.34","","0.72%"
"04/26/2013","1,582.24","1,585.16","1,585.78","1,577.56","","-0.18%"
"04/25/2013","1,585.16","1,578.93","1,592.64","1,578.93","","0.40%"
"04/24/2013","1,578.79","1,578.78","1,583.00","1,575.80","","0.00%"
"04/23/2013","1,578.78","1,562.50","1,579.58","1,562.50","","1.04%"
"04/22/2013","1,562.50","1,555.25","1,565.55","1,548.19","","0.47%"
"04/19/2013","1,555.25","1,541.61","1,555.89","1,539.40","","0.88%"
"04/18/2013","1,541.61","1,552.03","1,554.38","1,536.03","","-0.67%"
"04/17/2013","1,552.01","1,574.57","1,574.57","1,543.69","","-1.43%"
"04/16/2013","1,574.57","1,552.36","1,575.35","1,552.36","","1.43%"
"04/15/2013","1,552.36","1,588.84","1,588.84","1,552.28","","-2.30%"
"04/12/2013","1,588.85","1,593.30","1,593.30","1,579.97","","-0.28%"
"04/11/2013","1,593.37","1,587.73","1,597.35","1,586.17","","0.36%"
"04/10/2013","1,587.73","1,568.61","1,589.07","1,568.61","","1.22%"
"04/09/2013","1,568.61","1,563.11","1,573.89","1,560.92","","0.35%"
"04/08/2013","1,563.07","1,553.26","1,563.07","1,548.63","","0.63%"
"04/05/2013","1,553.28","1,559.98","1,559.98","1,539.50","","-0.43%"
"04/04/2013","1,559.98","1,553.69","1,562.60","1,552.52","","0.40%"
"04/03/2013","1,553.69","1,570.25","1,571.47","1,549.80","","-1.05%"
"04/02/2013","1,570.25","1,562.17","1,573.66","1,562.17","","0.52%"
"04/01/2013","1,562.17","1,569.18","1,570.57","1,558.47","","-0.45%"
"03/28/2013","1,569.19","1,562.86","1,570.28","1,561.08","","0.41%"
"03/27/2013","1,562.85","1,563.75","1,564.07","1,551.90","","-0.06%"
"03/26/2013","1,563.77","1,551.69","1,563.95","1,551.69","","0.78%"
"03/25/2013","1,551.69","1,556.89","1,564.91","1,546.22","","-0.33%"
"03/22/2013","1,556.89","1,545.90","1,557.74","1,545.90","","0.72%"
"03/21/2013","1,545.80","1,558.71","1,558.71","1,543.55","","-0.83%"
"03/20/2013","1,558.71","1,548.34","1,561.56","1,548.34","","0.67%"
"03/19/2013","1,548.34","1,552.10","1,557.25","1,538.57","","-0.24%"
"03/18/2013","1,552.10","1,560.70","1,560.70","1,545.13","","-0.55%"
"03/15/2013","1,560.70","1,563.21","1,563.62","1,555.74","","-0.16%"
"03/14/2013","1,563.23","1,554.52","1,563.32","1,554.52","","0.56%"
"03/13/2013","1,554.52","1,552.48","1,556.39","1,548.25","","0.13%"
"03/12/2013","1,552.48","1,556.22","1,556.77","1,548.24","","-0.24%"
"03/11/2013","1,556.22","1,551.15","1,556.27","1,547.36","","0.32%"
"03/08/2013","1,551.18","1,544.26","1,552.48","1,542.94","","0.45%"
"03/07/2013","1,544.26","1,541.46","1,545.78","1,541.46","","0.18%"
"03/06/2013","1,541.46","1,539.79","1,545.25","1,538.11","","0.11%"
"03/05/2013","1,539.79","1,525.20","1,543.47","1,525.20","","0.96%"
"03/04/2013","1,525.20","1,518.20","1,525.27","1,512.29","","0.46%"
"03/01/2013","1,518.20","1,514.68","1,519.99","1,501.48","","0.23%"
"02/28/2013","1,514.68","1,515.99","1,525.34","1,514.46","","-0.09%"
"02/27/2013","1,515.99","1,496.94","1,520.08","1,494.88","","1.27%"
"02/26/2013","1,496.94","1,487.85","1,498.99","1,485.01","","0.61%"
"02/25/2013","1,487.85","1,515.60","1,525.84","1,487.85","","-1.83%"
"02/22/2013","1,515.60","1,502.42","1,515.64","1,502.42","","0.88%"
"02/21/2013","1,502.42","1,511.95","1,511.95","1,497.29","","-0.63%"
"02/20/2013","1,511.95","1,530.94","1,530.94","1,511.41","","-1.24%"
"02/19/2013","1,530.94","1,519.79","1,530.94","1,519.79","","0.73%"
"02/15/2013","1,519.79","1,521.38","1,524.24","1,514.14","","-0.10%"
"02/14/2013","1,521.38","1,520.33","1,523.14","1,514.02","","0.07%"
"02/13/2013","1,520.33","1,519.43","1,524.69","1,515.93","","0.06%"
"02/12/2013","1,519.43","1,517.01","1,522.29","1,515.61","","0.16%"
"02/11/2013","1,517.01","1,517.93","1,518.31","1,513.61","","-0.06%"
"02/08/2013","1,517.93","1,509.39","1,518.31","1,509.39","","0.57%"
"02/07/2013","1,509.39","1,512.12","1,512.90","1,498.49","","-0.18%"
"02/06/2013","1,512.12","1,511.29","1,512.53","1,504.71","","0.05%"
"02/05/2013","1,511.29","1,495.71","1,514.96","1,495.71","","1.04%"
"02/04/2013","1,495.71","1,513.17","1,513.17","1,495.02","","-1.15%"
"02/01/2013","1,513.17","1,498.11","1,514.41","1,498.11","","1.01%"
"01/31/2013","1,498.11","1,501.96","1,504.19","1,496.76","","-0.26%"
"01/30/2013","1,501.96","1,507.84","1,509.94","1,500.11","","-0.39%"
"01/29/2013","1,507.84","1,500.18","1,509.35","1,498.09","","0.51%"
"01/28/2013","1,500.18","1,502.96","1,503.23","1,496.33","","-0.18%"
"01/25/2013","1,502.96","1,494.82","1,503.26","1,494.82","","0.54%"
"01/24/2013","1,494.82","1,494.81","1,502.27","1,489.46","","0.00%"
"01/23/2013","1,494.81","1,492.56","1,496.13","1,489.90","","0.15%"
"01/22/2013","1,492.56","1,485.98","1,492.56","1,481.16","","0.44%"
"01/18/2013","1,485.98","1,480.95","1,485.98","1,475.81","","0.34%"
"01/17/2013","1,480.94","1,472.63","1,485.16","1,472.63","","0.56%"
